lead_id,name,headline,bio,instagram_url,youtube_url,google_maps_url,website,follower_count,is_business_account,rating,review_count,phone,company_name,company_size,company_industry,location,source,discovered_via_keyword,created_at
,Aspen Shakti,,,,,,http://www.aspenshakti.com/,,False,,,(970) 925-1655,,,Yoga studio,"Aspen, CO",google_maps,yoga studio,
,Higher Terrain Fitness,,,,,,https://higherterrainfitness.com/,,False,,,(970) 230-5816,,,Pilates studio,"Aspen, CO",google_maps,pilates studio,
,Tonic Method – Aspen,,,,,,http://www.tonicmethod.com/,,False,,,(970) 718-6009,,,Lagree/Pilates studio,"Aspen, CO",google_maps,lagree,
,Revolution Power Yoga (Avon),,,,,,http://revolutionpoweryoga.com/pages/schedule,,False,,,(970) 748-3176,,,Yoga studio,"Avon, CO",google_maps,yoga studio,
,Anahata Yoga CO (Minturn),,,,,,http://www.anahatayogaco.com/,,False,,,(970) 306-6628,,,Yoga studio,"Minturn, CO",google_maps,yoga studio,
,Vail Valley Wellness,,,,,,http://www.vailvalleywellness.com/,,False,,,(970) 393-5143,,,Wellness center,"Avon, CO",google_maps,wellness spa,
,Vail Racquet Club Health & Fitness Club,,,,,,https://vailracquetclub.com/health-club-tennis/,,False,,,(970) 476-4840,,,Health & Fitness Club,"Vail, CO",google_maps,fitness club,
,Meta Yoga (Breckenridge),,,,,,http://metayogastudios.com/,,False,,,(970) 547-9642,,,Yoga studio,"Breckenridge, CO",google_maps,yoga studio,
,Spirit Alchemy Studio (Breckenridge),,,,,,http://spirit-alchemy.com/,,False,,,(720) 474-7664,,,Yoga/Wellness studio,"Breckenridge, CO",google_maps,yoga studio,
,Tonic Method – Breckenridge,,,,,,http://www.tonicmethod.com/,,False,,,(970) 718-6009,,,Lagree/Pilates studio,"Breckenridge, CO",google_maps,lagree,
,Thrive Yoga Summit (Frisco),,,,,,https://thriveyogasummit.com/,,False,,,(970) 455-8786,,,Yoga studio,"Frisco, CO",google_maps,yoga studio,
,CrossFit Breckenridge,,,,,,http://crossfitbreckenridge.com/,,False,,,(970) 453-1998,,,CrossFit gym,"Breckenridge, CO",google_maps,crossfit,
